id,title,subtitle,lat,lng,teaserUrl,category,category_ger,pic_url,loc_admin1,loc_admin2,click,dest_id,dest_name,loc_name,equal to dest,ok
idsbbebae89,Bernina Express.,Bernina Express.,46.49789004,9.84561682,/content/internet/plc/leisure-holidays/de/tagesausflug/bernina-express.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/keyvisual_berninaexpress.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Maloja District,"{'lat': 46.49789004, 'lng': 9.84561682}",8711796,Saint-Phal Monument aux Morts,Saint Moritz,FALSE,n
idsbb4c343d,Aarefahrt Solothurn – Biel/Bienne.,Aarefahrt Solothurn – Biel/Bienne.,47.1181021,7.2564139,/content/internet/plc/leisure-holidays/de/tagesausflug/aarefahrt-solothurn-biel.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/AarefahrtSolothurnBiel.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Biel/Bienne District,"{'lat': 47.1181021, 'lng': 7.2564139}",8571207,"Bellmund, Dorf",Bellmund,FALSE,
idsbbc52507,Rheinschifffahrten mit Züri-Rhy.,Rheinschifffahrten mit Züri-Rhy.,47.5513911,8.5554316,/content/internet/plc/leisure-holidays/de/tagesausflug/tipp-rheinschifffahrten-zuri-rhy.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/RheinschifffahrtenZuriRhy.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zurich,Bezirk Buelach,"{'lat': 47.5513911, 'lng': 8.5554316}",8557041,"Rorbas, Bruggi",Rorbas,FALSE,
idsbb5002df,GoldenPass MOB Belle Epoque.,GoldenPass MOB Belle Epoque.,46.55314264,7.37485707,/content/internet/plc/leisure-holidays/de/tagesausflug/goldenpass-mob-belle-epoque.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/goldenpass_belleepoque.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Obersimmental-Saanen District,"{'lat': 46.55314264, 'lng': 7.37485707}",8507290,Zweisimmen,Zweisimmen,TRUE,
idsbb0d1c7b,Sushi-Zug.,Sushi-Zug.,46.6050097,7.0091956,/content/internet/plc/leisure-holidays/de/tagesausflug/train-sushi.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Train_Sushi.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Fribourg,Gruyere District,"{'lat': 46.6050097, 'lng': 7.0091956}",8504066,Vuadens-Sud,Vuadens,FALSE,
idsbb8daf45,Schynige Platte.,Schynige Platte.,46.6562,7.90694,/content/internet/plc/leisure-holidays/de/tagesausflug/schynige-platte.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/SchynigePlatte_ver.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Interlaken-Oberhasli District,"{'lat': 46.6562, 'lng': 7.90694}",8572359,"Boningen, Gsteigli",Bonigen,FALSE,
idsbbc5a6f3,Voralpen-Express.,Voralpen-Express.,47.0491116,8.5496516,/content/internet/plc/leisure-holidays/de/tagesausflug/voralpen-express1.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Voralpen.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Schwyz,Bezirk Schwyz,"{'lat': 47.0491116, 'lng': 8.5496516}",8505062,Goldau A4,Goldau,FALSE,
idsbbdb5fa4,Bahnerlebnis Seelinie.,Bahnerlebnis Seelinie.,47.5657078,9.3771959,/content/internet/plc/leisure-holidays/de/tagesausflug/bahnerlebnis-seelinie/bahnerlebnis-seelinie-sommer.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/ErlebnisSeelinie.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Thurgau,Arbon District,"{'lat': 47.5657078, 'lng': 9.3771959}",8506121,Romanshorn,Romanshorn,TRUE,
idsbb0be6f5,GoldenPass MOB Panoramic.,GoldenPass MOB Panoramic.,46.43591972,6.91104412,/content/internet/plc/leisure-holidays/de/tagesausflug/goldenpass-mob-panoramic.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/goldenpass_mob_panoramic.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Vaud,Riviera-Pays-d'Enhaut District,"{'lat': 46.43591972, 'lng': 6.91104412}",8501300,Montreux,Montreux,TRUE,
idsbbad313e,Lago Maggiore Express.,Lago Maggiore Express.,46.07132518,8.71833801,/content/internet/plc/leisure-holidays/de/tagesausflug/lago-maggiore-express.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/lago_maggiore_express.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Lombardy,Provincia di Varese,"{'lat': 46.07132518, 'lng': 8.71833801}",8300239,Tronzano (I),Tronzano Lago Maggiore,FALSE,
idsbbe6353b,Historische Fahrten Davos–Filisur.,Historische Fahrten Davos–Filisur.,46.7947944,9.8181248,/content/internet/plc/leisure-holidays/de/tagesausflug/historische-fahrten-davosfilisur.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/keyvisual_historischefahrtendavosfilisur.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Praettigau/Davos District,"{'lat': 46.7947944, 'lng': 9.8181248}",8509073,Davos Platz,Davos,FALSE,
idsbbbe1c81,Brissago Inseln.,Brissago Inseln.,46.1200663,8.7121456,/content/internet/plc/leisure-holidays/de/tagesausflug/brissago-inseln.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Brissago_Inseln.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Ticino,Locarno District,"{'lat': 46.1200663, 'lng': 8.7121456}",8505524,Brissago NLM,Brissago,FALSE,
idsbb6fe52c,Erstklassiger Thuner- und Brienzersee.,Erstklassiger Thuner- und Brienzersee.,46.7541541,8.0316899,/content/internet/plc/leisure-holidays/de/tagesausflug/erstklassiger-thuner-und-brienzersee.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/ErstklassigerThunerundBrienzersee.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Interlaken-Oberhasli District,"{'lat': 46.7541541, 'lng': 8.0316899}",8508305,Brienz,Brienz,TRUE,
idsbb4e311a,Schifffahrt auf dem Walensee.,Schifffahrt auf dem Walensee.,47.12960039,9.1518259,/content/internet/plc/leisure-holidays/de/tagesausflug/schifffahrt-auf-dem-walensee.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/walensee_quinten.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Saint Gallen,Wahlkreis See-Gaster,"{'lat': 47.12960039, 'lng': 9.1518259}",8530491,Amden SBA,Amden,FALSE,
idsbba12143,Schifffahrt auf dem Vierwaldstättersee.,Schifffahrt auf dem Vierwaldstättersee.,47.0501682,8.3093072,/content/internet/plc/leisure-holidays/de/tagesausflug/vierwaldstaettersee.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/VierwaldstaetterseeSommer.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Lucerne,Lucerne-Stadt District,"{'lat': 47.0501682, 'lng': 8.3093072}",8505000,Luzern,Luzern,TRUE,
idsbb643de2,Luino und die Riviera Gambarogno.,Luino und die Riviera Gambarogno.,46.0018022,8.7464,/content/internet/plc/leisure-holidays/de/tagesausflug/tipp-luino.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/LuinoRiviaraGambarogno.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Lombardy,Provincia di Varese,"{'lat': 46.0018022, 'lng': 8.7464}",8301113,Luino (I),Luino,FALSE,
idsbb522472,Panoramafahrt im Glacier Express.,Panoramafahrt im Glacier Express.,46.4960592,9.8386578,/content/internet/plc/leisure-holidays/de/zuege/panoramafahrt-im-glacier-express.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Panoramafahrt-Glacier-Express.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Maloja District,"{'lat': 46.4960592, 'lng': 9.8386578}",8711796,Saint-Phal Monument aux Morts,Saint Moritz,FALSE,n
idsbb2f7ecb,Standseilbahn vinifuni.,Standseilbahn vinifuni.,47.0994968,7.130459,/content/internet/plc/leisure-holidays/de/tagesausflug/tipp-standseilbahn-vinifuni.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Standseilbahn-Vinifuni.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Jura bernois,"{'lat': 47.0994968, 'lng': 7.130459}",8504226,La Neuveville,La Neuveville,TRUE,
idsbb134bbe,Erlebnis Zugersee.,Erlebnis Zugersee.,47.17174433,8.5040617,/content/internet/plc/leisure-holidays/de/tagesausflug/erlebnis-zugersee.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/zugersee_schifffahrtkeyvisual.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zug,Zug,"{'lat': 47.17174433, 'lng': 8.5040617}",8502204,Zug,Zug,TRUE,
idsbb5e7a78,Schifffahrt auf dem Rhein.,Schifffahrt auf dem Rhein.,47.6958897,8.6380488,/content/internet/plc/leisure-holidays/de/tagesausflug/schifffahrt-auf-dem-rhein.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/SchifffahrtaufdemRhein_ver.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Schaffhausen,Bezirk Schaffhausen,"{'lat': 47.6958897, 'lng': 8.6380488}",8503424,Schaffhausen,Schaffhausen,TRUE,
idsbbebac76,Bahnerlebnis Albula.,Bahnerlebnis Albula.,46.6290177,9.7453786,/content/internet/plc/leisure-holidays/de/tagesausflug/bahnerlebnis-albula/bahnerlebnis-albula-sommer.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Bahnerlebnis_Albula.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Maloja District,"{'lat': 46.6290177, 'lng': 9.7453786}",8509251,Samedan,Samedan,TRUE,
idsbb81a20a,Lavaux und Montreux Riviera.,Lavaux und Montreux Riviera.,46.5100372,6.7531955,/content/internet/plc/leisure-holidays/de/tagesausflug/lavaux-riviera/lavaux-riviera-sommer.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Idee_Lavaux-Riviera.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Vaud,Lavaux-Oron District,"{'lat': 46.5100372, 'lng': 6.7531955}",8504012,Puidoux-Chexbres,Puidoux,FALSE,
idsbb46dc81,Dampfbahnerlebnis Hinwil – Bauma.,Dampfbahnerlebnis Hinwil – Bauma.,47.3015316,8.8419423,/content/internet/plc/leisure-holidays/de/tagesausflug/dampfbahnerlebnis-hinwil-bauma.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/zrusi8ol.jpeg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zurich,Bezirk Hinwil,"{'lat': 47.3015316, 'lng': 8.8419423}",8503130,Hinwil,Hinwil,TRUE,
idsbb547daa,Tell-Pass Zentralschweiz.,Tell-Pass Zentralschweiz.,47.0501682,8.3093072,/content/internet/plc/leisure-holidays/de/tagesausflug/tell-pass-zentralschweiz.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/TellPass.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Lucerne,Lucerne-Stadt District,"{'lat': 47.0501682, 'lng': 8.3093072}",8505000,Luzern,Luzern,TRUE,
idsbb852f25,Durch das Centovalli- und das Vigezzo-Tal.,Durch das Centovalli- und das Vigezzo-Tal.,46.113222,8.2919754,/content/internet/plc/leisure-holidays/de/tagesausflug/centovalli.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Centovalli.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Piedmont,Provincia Verbano-Cusio-Ossola,"{'lat': 46.113222, 'lng': 8.2919754}",8571186,"Domodossola, Stazione",Domodossola,FALSE,
idsbb71187e,Die Graubünden-Rundfahrt.,Die Graubünden-Rundfahrt.,46.4907973,9.8355079,/content/internet/plc/leisure-holidays/de/tagesausflug/graubuenden-rundfahrt.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/GraubuendenRundfahrt.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Maloja District,"{'lat': 46.4907973, 'lng': 9.8355079}",8711796,Saint-Phal Monument aux Morts,Saint Moritz,FALSE,
idsbb5eed6d,Kambly Rundreise.,Kambly Rundreise.,46.9231499,7.8444901,/content/internet/plc/leisure-holidays/de/tagesausflug/kambly-rundreise.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Kambly-Rundreise.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Emmental District,"{'lat': 46.9231499, 'lng': 7.8444901}",8508208,Trubschachen,Trubschachen,TRUE,
idsbb444c26,Rochers-de-Naye/Montreux.,Rochers-de-Naye/Montreux.,46.4318192,6.976051,/content/internet/plc/leisure-holidays/de/tagesausflug/tipp-rochers-de-naye-montreux.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/rochersdenaye.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Vaud,Riviera-Pays-d'Enhaut District,"{'lat': 46.4318192, 'lng': 6.976051}",8501371,Caux,Caux,TRUE,
idsbbd12553,Rheinfall Neuhausen.,Rheinfall Neuhausen.,47.6837423,8.6126098,/content/internet/plc/leisure-holidays/de/tagesausflug/rheinfall-neuhausen.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/RheinfallNeuhausen_ver.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Schaffhausen,Bezirk Schaffhausen,"{'lat': 47.6837423, 'lng': 8.6126098}",8503423,Neuhausen,Neuhausen,TRUE,
idsbb7f3432,Zeitreise ins UNESCO Welterbe Rhätische Bahn.,Zeitreise ins UNESCO Welterbe Rhätische Bahn.,46.85338262,9.52960968,/content/internet/plc/leisure-holidays/de/tagesausflug/zeitreise-ins-unesco-welterbe-rhaetische-bahn.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/Welterbe-Rhaetische.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Plessur District,"{'lat': 46.85338262, 'lng': 9.52960968}",8509000,Chur,Chur,TRUE,
idsbb60926a,Gotthard-Bernina-Rundreise.,Gotthard-Bernina-Rundreise.,47.3781008,8.5393635,/content/internet/plc/leisure-holidays/de/tagesausflug/gotthard-bernina-rundreise.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/keyvisual_gotthardberninarundreise.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zurich,Bezirk Zuerich,"{'lat': 47.3781008, 'lng': 8.5393635}",8591258,"Zürich, Lindenplatz",Zuerich (Kreis 1) / Lindenhof,FALSE,
idsbb0ea120,Les Pléiades.,Les Pléiades.,46.4820859,6.9092392,/content/internet/plc/leisure-holidays/de/tagesausflug/tipp-les-pleiades.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/lespleiades.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Vaud,Riviera-Pays-d'Enhaut District,"{'lat': 46.4820859, 'lng': 6.9092392}",8501281,Blonay,Blonay,TRUE,
idsbb7e6556,Ägerisee Schifffahrt.,Ägerisee Schifffahrt.,47.13304554,8.60937595,/content/internet/plc/leisure-holidays/de/tagesausflug/aegerisee-schifffahrt.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/aegerisee_schifffahrtkeyvisual.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zug,Zug,"{'lat': 47.13304554, 'lng': 8.60937595}",8530742,Unterägeri (See),Unterageri,FALSE,
idsbb5a386b,Arosa Genussexpress.,Arosa Genussexpress.,46.7837595,9.6796572,/content/internet/plc/leisure-holidays/de/tagesausflug/arosa-genussexpress.mapteaser.html,SBB_lh_rail_boat,Bahn_&_Schiff,/content/dam/internet/upload/raw/images/keyvisual_arosa_genussexpress.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Plessur District,"{'lat': 46.7837595, 'lng': 9.6796572}",8509157,Arosa,Arosa,TRUE,
idsbb62acdb,Alimentarium – Museum der Ernährung.,Alimentarium – Museum der Ernährung.,46.458237,6.846399,/content/internet/plc/leisure-holidays/de/tagesausflug/alimentarium-museum-der-ernaehrung/alimentarium-museum-der-ernaehrung-sommer.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/Alimentarium18.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Vaud,Riviera-Pays-d'Enhaut District,"{'lat': 46.458237, 'lng': 6.846399}",8501200,Vevey,Vevey,TRUE,
idsbba813ce,Chaplin’s World.,Chaplin’s World.,46.475436,6.851431,/content/internet/plc/leisure-holidays/de/tagesausflug/chaplins-world/chaplins-world-sommer.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/Chaplin-World.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Vaud,Riviera-Pays-d'Enhaut District,"{'lat': 46.475436, 'lng': 6.851431}",8504966,"Jongny, village",Jongny,FALSE,
idsbb177065,FIFA World Football Museum.,FIFA World Football Museum.,47.3635844,8.5317803,/content/internet/plc/leisure-holidays/de/tagesausflug/fifa-world-football-museum/fifa-world-football-museum-sommer.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/FIFA_Museum.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zurich,Bezirk Zuerich,"{'lat': 47.3635844, 'lng': 8.5317803}",8591058,"Zürich Enge, Bahnhof",Zuerich (Kreis 2) / Enge,FALSE,
idsbb6ac846,Swiss Vapeur Parc.,Swiss Vapeur Parc.,46.384806,6.85667,/content/internet/plc/leisure-holidays/de/tagesausflug/swiss-vapeur-parc.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/Swiss-Vapeur-Parc.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Valais,Monthey District,"{'lat': 46.384806, 'lng': 6.85667}",8592916,"Genève, Valais",Port-Valais,FALSE,n
idsbb48956a,Foxtrail.,Foxtrail.,47.0505452,8.3054682,/content/internet/plc/leisure-holidays/de/tagesausflug/foxtrail-familien.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/foxtrail_3200x2400.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Lucerne,Lucerne-Stadt District,"{'lat': 47.0505452, 'lng': 8.3054682}",8505000,Luzern,Luzern,TRUE,
idsbb543be1,Schlauchboot-Touren auf der Aare oder der Reuss.,Schlauchboot-Touren auf der Aare oder der Reuss.,47.4978612,8.2638309,/content/internet/plc/leisure-holidays/de/schulen/schlauchboot-touren-auf-der-aare-oder-der-reuss.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/schlauchboot-aare-reuss.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Aargau,Bezirk Baden,"{'lat': 47.4978612, 'lng': 8.2638309}",8572579,"Untersiggenthal, Hölzli",Untersiggenthal,FALSE,
idsbbe38f05,CHEZ Camille Bloch – La Chocolaterie zum Anbeissen.,CHEZ Camille Bloch – La Chocolaterie zum Anbeissen.,47.1783274,7.0729547,/content/internet/plc/leisure-holidays/de/tagesausflug/chez-camille-bloch.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/CamilleBloch.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Jura bernois,"{'lat': 47.1783274, 'lng': 7.0729547}",8504307,Courtelary,Courtelary,TRUE,
idsbb1a10f9,"Foxtrail in Zürich, Winterthur und Aargau.","Foxtrail in Zürich, Winterthur und Aargau.",47.377923,8.5401898,/content/internet/plc/leisure-holidays/de/tagesausflug/foxtrail-zuerich.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/Foxtrail_Zurich.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Zurich,Bezirk Zuerich,"{'lat': 47.377923, 'lng': 8.5401898}",8591258,"Zürich, Lindenplatz",Zuerich (Kreis 1) / Lindenhof,FALSE,
idsbb172738,Trotti-Plausch auf der Wasserfallen.,Trotti-Plausch auf der Wasserfallen.,47.3977342,7.69204,/content/internet/plc/leisure-holidays/de/tagesausflug/trotti-plausch-auf-der-wasserfallen.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/Trotti-Plausch-Wasserfallen.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Basel-Landschaft,Bezirk Waldenburg,"{'lat': 47.3977342, 'lng': 7.69204}",8500097,Reigoldswil LRW,Reigoldswil,FALSE,
idsbb9223ae,Erlebniswelt Tierpark Bern.,Erlebniswelt Tierpark Bern.,46.9345582,7.4495192,/content/internet/plc/leisure-holidays/de/tagesausflug/tierpark-bern/tierpark-bern-sommer.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/sommerwelle18/familien/Tierpark_Bern_Key_Visual_3200x2400.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Bern-Mittelland District,"{'lat': 46.9345582, 'lng': 7.4495192}",8507000,Bern,Bern,TRUE,
idsbbbdbdfc,Trottinettspass in Obersaxen Mundaun.,Trottinettspass in Obersaxen Mundaun.,46.775359,9.207437,/content/internet/plc/leisure-holidays/de/tagesausflug/trottinett-in-obersaxen-mundaun.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/sommerwelle18/familien/Trottinett_in_Obersaxen_Mundaun_Key_Visual.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Grisons,Surselva District,"{'lat': 46.775359, 'lng': 9.207437}",8509171,Ilanz,Ilanz,TRUE,
idsbbfb1879,Verkehrshaus der Schweiz Luzern.,Verkehrshaus der Schweiz Luzern.,47.052873,8.336391,/content/internet/plc/leisure-holidays/de/tagesausflug/verkehrshaus-der-schweiz-luzern/verkehrshaus-der-schweiz-luzern-sommer.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/Verkehrshaus-der-Schweiz-Luzern.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Lucerne,Lucerne-Land District,"{'lat': 47.052873, 'lng': 8.336391}",8502200,Ebikon,Ebikon,TRUE,
idsbbce2a16,Akte Ligerz: Der goldene Schlüssel.,Akte Ligerz: Der goldene Schlüssel.,47.1367785,7.2467909,/content/internet/plc/leisure-holidays/de/tagesausflug/akte-ligerz.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/Akte_Ligerz_Key_Visual.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Biel/Bienne District,"{'lat': 47.1367785, 'lng': 7.2467909}",8504300,Biel/Bienne,Biel/Bienne,TRUE,
idsbb99a778,Lido Locarno.,Lido Locarno.,46.1623943,8.8033726,/content/internet/plc/leisure-holidays/de/tagesausflug/lido-locarno.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/LidoLocarno.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Ticino,Locarno District,"{'lat': 46.1623943, 'lng': 8.8033726}",8505400,Locarno,Locarno,TRUE,
idsbbf8f83f,Trottiplausch am Niederhorn.,Trottiplausch am Niederhorn.,46.711502,7.773385,/content/internet/plc/leisure-holidays/de/tagesausflug/trottiplausch-am-niederhorn.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/Trottiplausch-am-Niederhorn-Key-Visual.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Bern,Interlaken-Oberhasli District,"{'lat': 46.711502, 'lng': 7.773385}",8507192,Beatenberg,Beatenberg,TRUE,
idsbbe98e2e,ÖV-Rätsel-Trail in Zug.,ÖV-Rätsel-Trail in Zug.,47.1516887,8.446075,/content/internet/plc/leisure-holidays/de/tagesausflug/oev-raetsel-trail-in-zug.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/imagebilder2019/135_sbb-kom_image_2017_zuerich-hb_davidschweizer.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Lucerne,Lucerne-Land District,"{'lat': 47.1516887, 'lng': 8.446075}",8573073,"Meierskappel, Robmatt",Meierskappel,FALSE,
idsbb91a85e,Schweizer Kindermuseum in Baden.,Schweizer Kindermuseum in Baden.,47.47288,8.30809,/content/internet/plc/leisure-holidays/de/tagesausflug/schweizer-kindermuseum-baden.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/Kindermuseum-Baden.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Aargau,Bezirk Baden,"{'lat': 47.47288, 'lng': 8.30809}",8503504,Baden,Baden,TRUE,
idsbbad0d59,Maison Cailler – La Chocolaterie Suisse.,Maison Cailler – La Chocolaterie Suisse.,46.6073606,7.1084668,/content/internet/plc/leisure-holidays/de/tagesausflug/maison-cailler-la-chocolaterie-suisse/maison-cailler-la-chocolaterie-suisse-sommer.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/upload/raw/images/MaisonCaillerLaChocolaterieSuisse.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Fribourg,Gruyere District,"{'lat': 46.6073606, 'lng': 7.1084668}",8504088,Broc-Village,Broc,FALSE,
idsbb681939,"Seilpark im Forst, Liechtenstein.","Seilpark im Forst, Liechtenstein.",47.106994,9.5274876,/content/internet/plc/leisure-holidays/de/tagesausflug/seilpark-im-forst-liechtenstein.mapteaser.html,SBB_lh_games_fun,Spiel_&_Spass,/content/dam/internet/sharedimages/ff/Seilpark-Forst.jpg/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg,Triesen,,"{'lat': 47.106994, 'lng': 9.5274876}",8509629,"Triesen, Post",Triesen,FALSE,
